Category;Folder;Audio;Video;Arousal_V_Aligned;Arousal_A_Aligned;Arousal_AV_Aligned;Valence_A_Aligned;Valence_V_Aligned;Valence_AV_Aligned;Translated_Text
C6;SVH_C6_S169_P337_VC1_000002_000629;SEWA/SEWAv02/SVH_C6_S169_P337_VC1_000002_000629/SVH_C6_S169_VC1_000002_000629.wav;SVH_C6_S169_P337_VC1_000002_000629.avi;SVH_C6_S169_P337_VC1_000002_000629_Arousal_V_Aligned.csv;SVH_C6_S169_P337_VC1_000002_000629_Arousal_A_Aligned.csv;SVH_C6_S169_P337_VC1_000002_000629_Arousal_AV_Aligned.csv;SVH_C6_S169_P337_VC1_000002_000629_Valence_A_Aligned.csv;SVH_C6_S169_P337_VC1_000002_000629_Valence_V_Aligned.csv;SVH_C6_S169_P337_VC1_000002_000629_Valence_AV_Aligned.csv; Oh! Oh! What are you doing? Are you okay? I'm just another member. I can't do it. Are you okay? Are you going to sit on it?
C5;SSL_C5_S133_P266_VC1_000901_001251;SEWA/SEWAv02/SSL_C5_S133_P266_VC1_000901_001251/SSL_C5_S133_VC1_000901_001251.wav;SSL_C5_S133_P266_VC1_000901_001251.avi;SSL_C5_S133_P266_VC1_000901_001251_Arousal_V_Aligned.csv;SSL_C5_S133_P266_VC1_000901_001251_Arousal_A_Aligned.csv;SSL_C5_S133_P266_VC1_000901_001251_Arousal_AV_Aligned.csv;SSL_C5_S133_P266_VC1_000901_001251_Valence_A_Aligned.csv;SSL_C5_S133_P266_VC1_000901_001251_Valence_V_Aligned.csv;SSL_C5_S133_P266_VC1_000901_001251_Valence_AV_Aligned.csv; I think it would be especially useful in the kitchen.
C2;SAL_C2_S195_P390_VC1_000301_002883;SEWA/SEWAv02/SAL_C2_S195_P390_VC1_000301_002883/SAL_C2_S195_VC1_000301_002883.wav;SAL_C2_S195_P390_VC1_000301_002883.avi;SAL_C2_S195_P390_VC1_000301_002883_Arousal_V_Aligned.csv;SAL_C2_S195_P390_VC1_000301_002883_Arousal_A_Aligned.csv;SAL_C2_S195_P390_VC1_000301_002883_Arousal_AV_Aligned.csv;SAL_C2_S195_P390_VC1_000301_002883_Valence_A_Aligned.csv;SAL_C2_S195_P390_VC1_000301_002883_Valence_V_Aligned.csv;SAL_C2_S195_P390_VC1_000301_002883_Valence_AV_Aligned.csv; I think I saw a very useless video from a tool called Interest-Restless. So we saw a team that was not very true to the situation where you try to find out . I don't see what this device is for, I don't see what would be more useful in my life, that it would be an contact tape, rather a round tape. The practical thing is that I don't practical to not touch the ball with your bare hands, you can't always get it, so you have to clean the ball first, because it will be slippery after a while. So this is a kind of I didn't give myself. That's all I can tell you about it.
C2;SSL_C2_S059_P117_VC1_000652_001844;SEWA/SEWAv02/SSL_C2_S059_P117_VC1_000652_001844/SSL_C2_S059_VC1_000652_001844.wav;SSL_C2_S059_P117_VC1_000652_001844.avi;SSL_C2_S059_P117_VC1_000652_001844_Arousal_V_Aligned.csv;SSL_C2_S059_P117_VC1_000652_001844_Arousal_A_Aligned.csv;SSL_C2_S059_P117_VC1_000652_001844_Arousal_AV_Aligned.csv;SSL_C2_S059_P117_VC1_000652_001844_Valence_A_Aligned.csv;SSL_C2_S059_P117_VC1_000652_001844_Valence_V_Aligned.csv;SSL_C2_S059_P117_VC1_000652_001844_Valence_AV_Aligned.csv; Yes, it is very good that the person does anything. We don't need to connect the band to open it, we just touch our hands and go. I think that there is no such thing as staying open, Yes, and you don't have to close it afterwards.
C5;SVH_C5_S143_P285_VC1_005101_005651;SEWA/SEWAv02/SVH_C5_S143_P285_VC1_005101_005651/SVH_C5_S143_VC1_005101_005651.wav;SVH_C5_S143_P285_VC1_005101_005651.avi;SVH_C5_S143_P285_VC1_005101_005651_Arousal_V_Aligned.csv;SVH_C5_S143_P285_VC1_005101_005651_Arousal_A_Aligned.csv;SVH_C5_S143_P285_VC1_005101_005651_Arousal_AV_Aligned.csv;SVH_C5_S143_P285_VC1_005101_005651_Valence_A_Aligned.csv;SVH_C5_S143_P285_VC1_005101_005651_Valence_V_Aligned.csv;SVH_C5_S143_P285_VC1_005101_005651_Valence_AV_Aligned.csv; You can do it without touching your dirty hand. So, that wouldn't be a short commercial, I probably wouldn't see it.
C2;SVL_C2_S046_P092_VC1_002832_004061;SEWA/SEWAv02/SVL_C2_S046_P092_VC1_002832_004061/SVL_C2_S046_VC1_002832_004061.wav;SVL_C2_S046_P092_VC1_002832_004061.avi;SVL_C2_S046_P092_VC1_002832_004061_Arousal_V_Aligned.csv;SVL_C2_S046_P092_VC1_002832_004061_Arousal_A_Aligned.csv;SVL_C2_S046_P092_VC1_002832_004061_Arousal_AV_Aligned.csv;SVL_C2_S046_P092_VC1_002832_004061_Valence_A_Aligned.csv;SVL_C2_S046_P092_VC1_002832_004061_Valence_V_Aligned.csv;SVL_C2_S046_P092_VC1_002832_004061_Valence_AV_Aligned.csv; Well, yes. But I don't understand how all this shit gets down. So, for me, this is a bit absurd, this whole thing. But it's a simple trap, right? Yes, it is a simple trap that works for touching. But I think it was a bit boring, because I showed you too much of everything, didn't I?
C2;SVL_C2_S047_P093_VC1_000538_001078;SEWA/SEWAv02/SVL_C2_S047_P093_VC1_000538_001078/SVL_C2_S047_VC1_000538_001078.wav;SVL_C2_S047_P093_VC1_000538_001078.avi;SVL_C2_S047_P093_VC1_000538_001078_Arousal_V_Aligned.csv;SVL_C2_S047_P093_VC1_000538_001078_Arousal_A_Aligned.csv;SVL_C2_S047_P093_VC1_000538_001078_Arousal_AV_Aligned.csv;SVL_C2_S047_P093_VC1_000538_001078_Valence_A_Aligned.csv;SVL_C2_S047_P093_VC1_000538_001078_Valence_V_Aligned.csv;SVL_C2_S047_P093_VC1_000538_001078_Valence_AV_Aligned.csv; Terrible, boring, long. It was too long. You've shown the same function many times.
C3;SVL_C3_S079_P157_VC1_003431_004061;SEWA/SEWAv02/SVL_C3_S079_P157_VC1_003431_004061/SVL_C3_S079_VC1_003431_004061.wav;SVL_C3_S079_P157_VC1_003431_004061.avi;SVL_C3_S079_P157_VC1_003431_004061_Arousal_V_Aligned.csv;SVL_C3_S079_P157_VC1_003431_004061_Arousal_A_Aligned.csv;SVL_C3_S079_P157_VC1_003431_004061_Arousal_AV_Aligned.csv;SVL_C3_S079_P157_VC1_003431_004061_Valence_A_Aligned.csv;SVL_C3_S079_P157_VC1_003431_004061_Valence_V_Aligned.csv;SVL_C3_S079_P157_VC1_003431_004061_Valence_AV_Aligned.csv; Yes, the same with me. I looked at it and thought, yes, it was okay, very nice, but then we pulled it into the length and then, yes, nice, I've seen something like that more often. It wasn't anything special, actually the same as you said.
C1;SVL_C1_S022_P044_VC1_007329_008693;SEWA/SEWAv02/SVL_C1_S022_P044_VC1_007329_008693/SVL_C1_S022_VC1_007329_008693.wav;SVL_C1_S022_P044_VC1_007329_008693.avi;SVL_C1_S022_P044_VC1_007329_008693_Arousal_V_Aligned.csv;SVL_C1_S022_P044_VC1_007329_008693_Arousal_A_Aligned.csv;SVL_C1_S022_P044_VC1_007329_008693_Arousal_AV_Aligned.csv;SVL_C1_S022_P044_VC1_007329_008693_Valence_A_Aligned.csv;SVL_C1_S022_P044_VC1_007329_008693_Valence_V_Aligned.csv;SVL_C1_S022_P044_VC1_007329_008693_Valence_AV_Aligned.csv;It's just a little too long. I also think it’s too long. Why don’t you just wash your hands? Do you need so many people to wash your hands? I’m not done yet. But when I was watching the drama and waiting for this kind of advertisement, I definitely felt that this kind of advertisement was simply terrible. Yes, if you watch that one after watching the show, or if you watch that one on YouTube, you won’t be able to skip it right away. Yes, I definitely just skipped it because YouTube can skip it. Yeah. Um.
C5;SVL_C5_S143_P286_VC1_007251_007801;SEWA/SEWAv02/SVL_C5_S143_P286_VC1_007251_007801/SVL_C5_S143_VC1_007251_007801.wav;SVL_C5_S143_P286_VC1_007251_007801.avi;SVL_C5_S143_P286_VC1_007251_007801_Arousal_V_Aligned.csv;SVL_C5_S143_P286_VC1_007251_007801_Arousal_A_Aligned.csv;SVL_C5_S143_P286_VC1_007251_007801_Arousal_AV_Aligned.csv;SVL_C5_S143_P286_VC1_007251_007801_Valence_A_Aligned.csv;SVL_C5_S143_P286_VC1_007251_007801_Valence_V_Aligned.csv;SVL_C5_S143_P286_VC1_007251_007801_Valence_AV_Aligned.csv; I was pretty impressed because I watched it three times for some reason.
C1;SSL_C1_S022_P044_VC1_000901_002201;SEWA/SEWAv02/SSL_C1_S022_P044_VC1_000901_002201/SSL_C1_S022_VC1_000901_002201.wav;SSL_C1_S022_P044_VC1_000901_002201.avi;SSL_C1_S022_P044_VC1_000901_002201_Arousal_V_Aligned.csv;SSL_C1_S022_P044_VC1_000901_002201_Arousal_A_Aligned.csv;SSL_C1_S022_P044_VC1_000901_002201_Arousal_AV_Aligned.csv;SSL_C1_S022_P044_VC1_000901_002201_Valence_A_Aligned.csv;SSL_C1_S022_P044_VC1_000901_002201_Valence_V_Aligned.csv;SSL_C1_S022_P044_VC1_000901_002201_Valence_AV_Aligned.csv;Well, this idea still belongs to me. It was a long time ago that I read that newspaper when I was a child. Then they had the concept and said that they had this idea. But now that technology can reach this point, it can be done. Just think
C5;SAH_C5_S147_P293_VC1_006401_006701;SEWA/SEWAv02/SAH_C5_S147_P293_VC1_006401_006701/SAH_C5_S147_VC1_006401_006701.wav;SAH_C5_S147_P293_VC1_006401_006701.avi;SAH_C5_S147_P293_VC1_006401_006701_Arousal_V_Aligned.csv;SAH_C5_S147_P293_VC1_006401_006701_Arousal_A_Aligned.csv;SAH_C5_S147_P293_VC1_006401_006701_Arousal_AV_Aligned.csv;SAH_C5_S147_P293_VC1_006401_006701_Valence_A_Aligned.csv;SAH_C5_S147_P293_VC1_006401_006701_Valence_V_Aligned.csv;SAH_C5_S147_P293_VC1_006401_006701_Valence_AV_Aligned.csv; I'm sorry, I'm sorry.
C2;SVL_C2_S048_P096_VC1_000837_001711;SEWA/SEWAv02/SVL_C2_S048_P096_VC1_000837_001711/SVL_C2_S048_VC1_000837_001711.wav;SVL_C2_S048_P096_VC1_000837_001711.avi;SVL_C2_S048_P096_VC1_000837_001711_Arousal_V_Aligned.csv;SVL_C2_S048_P096_VC1_000837_001711_Arousal_A_Aligned.csv;SVL_C2_S048_P096_VC1_000837_001711_Arousal_AV_Aligned.csv;SVL_C2_S048_P096_VC1_000837_001711_Valence_A_Aligned.csv;SVL_C2_S048_P096_VC1_000837_001711_Valence_V_Aligned.csv;SVL_C2_S048_P096_VC1_000837_001711_Valence_AV_Aligned.csv; I don't know if I should add ads or just put them all together. I think it was totally fine. Especially this classical music, it was a typical ad. It was an Olesz ad. And this chat design, I don't remember what the chat design was, I can't remember. I found the photo editing team, I don't have to go there.
C4;SVH_C4_S112_P224_VC1_007251_008450;SEWA/SEWAv02/SVH_C4_S112_P224_VC1_007251_008450/SVH_C4_S112_VC1_007251_008450.wav;SVH_C4_S112_P224_VC1_007251_008450.avi;SVH_C4_S112_P224_VC1_007251_008450_Arousal_V_Aligned.csv;SVH_C4_S112_P224_VC1_007251_008450_Arousal_A_Aligned.csv;SVH_C4_S112_P224_VC1_007251_008450_Arousal_AV_Aligned.csv;SVH_C4_S112_P224_VC1_007251_008450_Valence_A_Aligned.csv;SVH_C4_S112_P224_VC1_007251_008450_Valence_V_Aligned.csv;SVH_C4_S112_P224_VC1_007251_008450_Valence_AV_Aligned.csv; better because you might have gunk on your arm I'm just saying you could defeat the whole point of it I suppose you could turn it on with your nose yeah I thought you could see people head butting out that would be really funny, actually. Anything about the music. That actually might make it a better advert. Yeah, yeah, yeah. Like, how do I cut this? Yeah. Yeah.
C5;SVH_C5_S144_P287_VC1_003201_003701;SEWA/SEWAv02/SVH_C5_S144_P287_VC1_003201_003701/SVH_C5_S144_VC1_003201_003701.wav;SVH_C5_S144_P287_VC1_003201_003701.avi;SVH_C5_S144_P287_VC1_003201_003701_Arousal_V_Aligned.csv;SVH_C5_S144_P287_VC1_003201_003701_Arousal_A_Aligned.csv;SVH_C5_S144_P287_VC1_003201_003701_Arousal_AV_Aligned.csv;SVH_C5_S144_P287_VC1_003201_003701_Valence_A_Aligned.csv;SVH_C5_S144_P287_VC1_003201_003701_Valence_V_Aligned.csv;SVH_C5_S144_P287_VC1_003201_003701_Valence_AV_Aligned.csv; music yes
C3;SVH_C3_S084_P168_VC1_001121_002001;SEWA/SEWAv02/SVH_C3_S084_P168_VC1_001121_002001/SVH_C3_S084_VC1_001121_002001.wav;SVH_C3_S084_P168_VC1_001121_002001.avi;SVH_C3_S084_P168_VC1_001121_002001_Arousal_V_Aligned.csv;SVH_C3_S084_P168_VC1_001121_002001_Arousal_A_Aligned.csv;SVH_C3_S084_P168_VC1_001121_002001_Arousal_AV_Aligned.csv;SVH_C3_S084_P168_VC1_001121_002001_Valence_A_Aligned.csv;SVH_C3_S084_P168_VC1_001121_002001_Valence_V_Aligned.csv;SVH_C3_S084_P168_VC1_001121_002001_Valence_AV_Aligned.csv; I had to laugh because I thought, does the video show just a vegan? Because first, minced meat is made. Then a child comes, then a calf is cut, then an egg is separated. pute geschnitten, dann wird irgendwie ein Ei getrennt. Das waren auch echt so Küchenbeispiele, die waren so, hm,
C6;SSD_C6_S191_P381_VC1_000674_004625;SEWA/SEWAv02/SSD_C6_S191_P381_VC1_000674_004625/SSD_C6_S191_VC1_000674_004625.wav;SSD_C6_S191_P381_VC1_000674_004625.avi;SSD_C6_S191_P381_VC1_000674_004625_Arousal_V_Aligned.csv;SSD_C6_S191_P381_VC1_000674_004625_Arousal_A_Aligned.csv;SSD_C6_S191_P381_VC1_000674_004625_Arousal_AV_Aligned.csv;SSD_C6_S191_P381_VC1_000674_004625_Valence_A_Aligned.csv;SSD_C6_S191_P381_VC1_000674_004625_Valence_V_Aligned.csv;SSD_C6_S191_P381_VC1_000674_004625_Valence_AV_Aligned.csv; . to be free from the fear of the new system, and there is no need to be free from the open air, right? Yes, they showed chickens and food that can be eaten or that can be eaten in the salmonella and such and it told you to go to the shower to open the window a little bit because the microbe will remain there and then it can't see the and you don't even have to touch it. You just put your finger down, the needle works, and that's it. Even though the touch is magic, it's not worth it to touch it. . ... I think that's more important. Yes, because you want to touch it. And you can touch it and you can understand the point of your hand that has been touched.
C5;SVH_C5_S146_P291_VC1_007801_008201;SEWA/SEWAv02/SVH_C5_S146_P291_VC1_007801_008201/SVH_C5_S146_VC1_007801_008201.wav;SVH_C5_S146_P291_VC1_007801_008201.avi;SVH_C5_S146_P291_VC1_007801_008201_Arousal_V_Aligned.csv;SVH_C5_S146_P291_VC1_007801_008201_Arousal_A_Aligned.csv;SVH_C5_S146_P291_VC1_007801_008201_Arousal_AV_Aligned.csv;SVH_C5_S146_P291_VC1_007801_008201_Valence_A_Aligned.csv;SVH_C5_S146_P291_VC1_007801_008201_Valence_V_Aligned.csv;SVH_C5_S146_P291_VC1_007801_008201_Valence_AV_Aligned.csv; Voda kao univerzalni ispirac prljavstine sa ljudi. Univerzalni ispirac prljavstine sa ljudi.
C5;SAH_C5_S138_P275_VC1_005601_006401;SEWA/SEWAv02/SAH_C5_S138_P275_VC1_005601_006401/SAH_C5_S138_VC1_005601_006401.wav;SAH_C5_S138_P275_VC1_005601_006401.avi;SAH_C5_S138_P275_VC1_005601_006401_Arousal_V_Aligned.csv;SAH_C5_S138_P275_VC1_005601_006401_Arousal_A_Aligned.csv;SAH_C5_S138_P275_VC1_005601_006401_Arousal_AV_Aligned.csv;SAH_C5_S138_P275_VC1_005601_006401_Valence_A_Aligned.csv;SAH_C5_S138_P275_VC1_005601_006401_Valence_V_Aligned.csv;SAH_C5_S138_P275_VC1_005601_006401_Valence_AV_Aligned.csv; Marko, you are a businessman, how would you advertise? There would be some changes, but at the know I can't but everything is fine
C6;SVL_C6_S189_P377_VC1_000002_000540;SEWA/SEWAv02/SVL_C6_S189_P377_VC1_000002_000540/SVL_C6_S189_VC1_000002_000540.wav;SVL_C6_S189_P377_VC1_000002_000540.avi;SVL_C6_S189_P377_VC1_000002_000540_Arousal_V_Aligned.csv;SVL_C6_S189_P377_VC1_000002_000540_Arousal_A_Aligned.csv;SVL_C6_S189_P377_VC1_000002_000540_Arousal_AV_Aligned.csv;SVL_C6_S189_P377_VC1_000002_000540_Valence_A_Aligned.csv;SVL_C6_S189_P377_VC1_000002_000540_Valence_V_Aligned.csv;SVL_C6_S189_P377_VC1_000002_000540_Valence_AV_Aligned.csv; Ella Ella hello
C1;SVH_C1_S027_P054_VC1_001601_002101;SEWA/SEWAv02/SVH_C1_S027_P054_VC1_001601_002101/SVH_C1_S027_VC1_001601_002101.wav;SVH_C1_S027_P054_VC1_001601_002101.avi;SVH_C1_S027_P054_VC1_001601_002101_Arousal_V_Aligned.csv;SVH_C1_S027_P054_VC1_001601_002101_Arousal_A_Aligned.csv;SVH_C1_S027_P054_VC1_001601_002101_Arousal_AV_Aligned.csv;SVH_C1_S027_P054_VC1_001601_002101_Valence_A_Aligned.csv;SVH_C1_S027_P054_VC1_001601_002101_Valence_V_Aligned.csv;SVH_C1_S027_P054_VC1_001601_002101_Valence_AV_Aligned.csv;Well I think
C5;SVH_C5_S151_P302_VC1_007001_007401;SEWA/SEWAv02/SVH_C5_S151_P302_VC1_007001_007401/SVH_C5_S151_VC1_007001_007401.wav;SVH_C5_S151_P302_VC1_007001_007401.avi;SVH_C5_S151_P302_VC1_007001_007401_Arousal_V_Aligned.csv;SVH_C5_S151_P302_VC1_007001_007401_Arousal_A_Aligned.csv;SVH_C5_S151_P302_VC1_007001_007401_Arousal_AV_Aligned.csv;SVH_C5_S151_P302_VC1_007001_007401_Valence_A_Aligned.csv;SVH_C5_S151_P302_VC1_007001_007401_Valence_V_Aligned.csv;SVH_C5_S151_P302_VC1_007001_007401_Valence_AV_Aligned.csv;in Babylon. And my thing is him, okay? Super, bravo. There, oh.
C1;SAH_C1_S029_P058_VC1_006573_007472;SEWA/SEWAv02/SAH_C1_S029_P058_VC1_006573_007472/SAH_C1_S029_VC1_006573_007472.wav;SAH_C1_S029_P058_VC1_006573_007472.avi;SAH_C1_S029_P058_VC1_006573_007472_Arousal_V_Aligned.csv;SAH_C1_S029_P058_VC1_006573_007472_Arousal_A_Aligned.csv;SAH_C1_S029_P058_VC1_006573_007472_Arousal_AV_Aligned.csv;SAH_C1_S029_P058_VC1_006573_007472_Valence_A_Aligned.csv;SAH_C1_S029_P058_VC1_006573_007472_Valence_V_Aligned.csv;SAH_C1_S029_P058_VC1_006573_007472_Valence_AV_Aligned.csv;For example, the kind without arms, I can touch with my feet. Can. It should be placed according to the temperature, right? I think it's good. How much is it? I don’t know. Anyway, here’s one at the end. How much? I'm also very curious Is it fun to watch the last commercial? Yes
C1;SSD_C1_S014_P027_VC1_004401_005801;SEWA/SEWAv02/SSD_C1_S014_P027_VC1_004401_005801/SSD_C1_S014_VC1_004401_005801.wav;SSD_C1_S014_P027_VC1_004401_005801.avi;SSD_C1_S014_P027_VC1_004401_005801_Arousal_V_Aligned.csv;SSD_C1_S014_P027_VC1_004401_005801_Arousal_A_Aligned.csv;SSD_C1_S014_P027_VC1_004401_005801_Arousal_AV_Aligned.csv;SSD_C1_S014_P027_VC1_004401_005801_Valence_A_Aligned.csv;SSD_C1_S014_P027_VC1_004401_005801_Valence_V_Aligned.csv;SSD_C1_S014_P027_VC1_004401_005801_Valence_AV_Aligned.csv; It's very normal to film and it's very hard to use the camera and the camera is very bad I think Attach didn't do say to give people experience. This point itself is not bad, but the problem is he didn't say to extend it. He just focused on emphasizing the function itself. I felt like I lacked creativity.
C1;SVH_C1_S194_P388_VC1_005201_005901;SEWA/SEWAv02/SVH_C1_S194_P388_VC1_005201_005901/SVH_C1_S194_VC1_005201_005901.wav;SVH_C1_S194_P388_VC1_005201_005901.avi;SVH_C1_S194_P388_VC1_005201_005901_Arousal_V_Aligned.csv;SVH_C1_S194_P388_VC1_005201_005901_Arousal_A_Aligned.csv;SVH_C1_S194_P388_VC1_005201_005901_Arousal_AV_Aligned.csv;SVH_C1_S194_P388_VC1_005201_005901_Valence_A_Aligned.csv;SVH_C1_S194_P388_VC1_005201_005901_Valence_V_Aligned.csv;SVH_C1_S194_P388_VC1_005201_005901_Valence_AV_Aligned.csv;It's pretty cool too. I think it's more colorful than the last ad. The last ad, I think the child's hands are colorful. I think that one is quite nice. I think it's pretty.
C5;SAH_C5_S159_P318_VC1_003651_004101;SEWA/SEWAv02/SAH_C5_S159_P318_VC1_003651_004101/SAH_C5_S159_VC1_003651_004101.wav;SAH_C5_S159_P318_VC1_003651_004101.avi;SAH_C5_S159_P318_VC1_003651_004101_Arousal_V_Aligned.csv;SAH_C5_S159_P318_VC1_003651_004101_Arousal_A_Aligned.csv;SAH_C5_S159_P318_VC1_003651_004101_Arousal_AV_Aligned.csv;SAH_C5_S159_P318_VC1_003651_004101_Valence_A_Aligned.csv;SAH_C5_S159_P318_VC1_003651_004101_Valence_V_Aligned.csv;SAH_C5_S159_P318_VC1_003651_004101_Valence_AV_Aligned.csv; It would be interesting. I like how young people can be wider, smaller. It's not bad.
C1;SSD_C1_S023_P045_VC1_001801_002201;SEWA/SEWAv02/SSD_C1_S023_P045_VC1_001801_002201/SSD_C1_S023_VC1_001801_002201.wav;SSD_C1_S023_P045_VC1_001801_002201.avi;SSD_C1_S023_P045_VC1_001801_002201_Arousal_V_Aligned.csv;SSD_C1_S023_P045_VC1_001801_002201_Arousal_A_Aligned.csv;SSD_C1_S023_P045_VC1_001801_002201_Arousal_AV_Aligned.csv;SSD_C1_S023_P045_VC1_001801_002201_Valence_A_Aligned.csv;SSD_C1_S023_P045_VC1_001801_002201_Valence_V_Aligned.csv;SSD_C1_S023_P045_VC1_001801_002201_Valence_AV_Aligned.csv;The first one is about family violence. I think this sentence is too watery. I just saw things like writing cards and I really
C2;SVH_C2_S046_P091_VC1_004297_005075;SEWA/SEWAv02/SVH_C2_S046_P091_VC1_004297_005075/SVH_C2_S046_VC1_004297_005075.wav;SVH_C2_S046_P091_VC1_004297_005075.avi;SVH_C2_S046_P091_VC1_004297_005075_Arousal_V_Aligned.csv;SVH_C2_S046_P091_VC1_004297_005075_Arousal_A_Aligned.csv;SVH_C2_S046_P091_VC1_004297_005075_Arousal_AV_Aligned.csv;SVH_C2_S046_P091_VC1_004297_005075_Valence_A_Aligned.csv;SVH_C2_S046_P091_VC1_004297_005075_Valence_V_Aligned.csv;SVH_C2_S046_P091_VC1_004297_005075_Valence_AV_Aligned.csv; I was wondering if there was a burger or something. Yes, yes, I was looking for a McDonald's or something. But I wouldn't buy part in a competition like this,
C6;SAL_C6_S174_P348_VC1_003051_003980;SEWA/SEWAv02/SAL_C6_S174_P348_VC1_003051_003980/SAL_C6_S174_VC1_003051_003980.wav;SAL_C6_S174_P348_VC1_003051_003980.avi;SAL_C6_S174_P348_VC1_003051_003980_Arousal_V_Aligned.csv;SAL_C6_S174_P348_VC1_003051_003980_Arousal_A_Aligned.csv;SAL_C6_S174_P348_VC1_003051_003980_Arousal_AV_Aligned.csv;SAL_C6_S174_P348_VC1_003051_003980_Valence_A_Aligned.csv;SAL_C6_S174_P348_VC1_003051_003980_Valence_V_Aligned.csv;SAL_C6_S174_P348_VC1_003051_003980_Valence_AV_Aligned.csv; But it's a lot of repeat. Yes, but you see that there were different things that you see every day. That you want to wash your hands and you want to have a shower. You see these things every day. You want to wash your hands and you want to have a shower. You want to wash your hands and all that.
C4;SAL_C4_S097_P193_VC1_000051_000500;SEWA/SEWAv02/SAL_C4_S097_P193_VC1_000051_000500/SAL_C4_S097_VC1_000051_000500.wav;SAL_C4_S097_P193_VC1_000051_000500.avi;SAL_C4_S097_P193_VC1_000051_000500_Arousal_V_Aligned.csv;SAL_C4_S097_P193_VC1_000051_000500_Arousal_A_Aligned.csv;SAL_C4_S097_P193_VC1_000051_000500_Arousal_AV_Aligned.csv;SAL_C4_S097_P193_VC1_000051_000500_Valence_A_Aligned.csv;SAL_C4_S097_P193_VC1_000051_000500_Valence_V_Aligned.csv;SAL_C4_S097_P193_VC1_000051_000500_Valence_AV_Aligned.csv; Hello. Hello. So that last advert, what did you think? I think it was good.
C4;SSL_C4_S108_P215_VC1_004101_005800;SEWA/SEWAv02/SSL_C4_S108_P215_VC1_004101_005800/SSL_C4_S108_VC1_004101_005800.wav;SSL_C4_S108_P215_VC1_004101_005800.avi;SSL_C4_S108_P215_VC1_004101_005800_Arousal_V_Aligned.csv;SSL_C4_S108_P215_VC1_004101_005800_Arousal_A_Aligned.csv;SSL_C4_S108_P215_VC1_004101_005800_Arousal_AV_Aligned.csv;SSL_C4_S108_P215_VC1_004101_005800_Valence_A_Aligned.csv;SSL_C4_S108_P215_VC1_004101_005800_Valence_V_Aligned.csv;SSL_C4_S108_P215_VC1_004101_005800_Valence_AV_Aligned.csv; Yeah, I think it's the fact that it's just the additional benefit of hygiene. I think that's what they were hammering in home. So I think that was quite good. And I think like there are many different aspects in like so you know when kids get their hands messy when you're cooking when you're cleaning etc that obviously was made abundantly clear as well. So yeah, I think that's the only real disapproval of the actual advert itself is just the longevity of it. Other than that, I think it was quite good.
C3;SSL_C3_S091_P181_VC1_004551_005501;SEWA/SEWAv02/SSL_C3_S091_P181_VC1_004551_005501/SSL_C3_S091_VC1_004551_005501.wav;SSL_C3_S091_P181_VC1_004551_005501.avi;SSL_C3_S091_P181_VC1_004551_005501_Arousal_V_Aligned.csv;SSL_C3_S091_P181_VC1_004551_005501_Arousal_A_Aligned.csv;SSL_C3_S091_P181_VC1_004551_005501_Arousal_AV_Aligned.csv;SSL_C3_S091_P181_VC1_004551_005501_Valence_A_Aligned.csv;SSL_C3_S091_P181_VC1_004551_005501_Valence_V_Aligned.csv;SSL_C3_S091_P181_VC1_004551_005501_Valence_AV_Aligned.csv; I think so too. So it has something, I would say, genius now. So there's a brilliant idea coming up now. Something, this classical music somehow points to it, that you're now, genius, a brilliant invention.
C6;SAL_C6_S170_P339_VC1_003649_005273;SEWA/SEWAv02/SAL_C6_S170_P339_VC1_003649_005273/SAL_C6_S170_VC1_003649_005273.wav;SAL_C6_S170_P339_VC1_003649_005273.avi;SAL_C6_S170_P339_VC1_003649_005273_Arousal_V_Aligned.csv;SAL_C6_S170_P339_VC1_003649_005273_Arousal_A_Aligned.csv;SAL_C6_S170_P339_VC1_003649_005273_Arousal_AV_Aligned.csv;SAL_C6_S170_P339_VC1_003649_005273_Valence_A_Aligned.csv;SAL_C6_S170_P339_VC1_003649_005273_Valence_V_Aligned.csv;SAL_C6_S170_P339_VC1_003649_005273_Valence_AV_Aligned.csv; So you wanted to match it with any possible usage you could do? I don't want to explain it too much. Okay, so with a couple of examples we can understand what kind of usage this is. So it was a good question. Yes, so I think that there are two main points. So, I agree with what you said yesterday, but it's interesting how you did it.
C6;SVL_C6_S190_P379_VC1_000002_001069;SEWA/SEWAv02/SVL_C6_S190_P379_VC1_000002_001069/SVL_C6_S190_VC1_000002_001069.wav;SVL_C6_S190_P379_VC1_000002_001069.avi;SVL_C6_S190_P379_VC1_000002_001069_Arousal_V_Aligned.csv;SVL_C6_S190_P379_VC1_000002_001069_Arousal_A_Aligned.csv;SVL_C6_S190_P379_VC1_000002_001069_Arousal_AV_Aligned.csv;SVL_C6_S190_P379_VC1_000002_001069_Valence_A_Aligned.csv;SVL_C6_S190_P379_VC1_000002_001069_Valence_V_Aligned.csv;SVL_C6_S190_P379_VC1_000002_001069_Valence_AV_Aligned.csv; Come on. Yes. So, go ahead. For me, the third one, the last one was about the ease of the technology's
